Latency (ms),Throughput (mb/s),Anomaly
13.04681516870484,14.7411524132184,0
13.4085201853932,13.76326960024047,0
14.19591481245491,15.85318112982812,0
14.91470076531303,16.17425986715807,0
13.5766996051752,14.04284943755652,0
13.92240250750028,13.40646893666083,0
12.82213163903098,14.22318782380161,0
15.6763661470048,15.89169137219994,0
16.16287532482238,16.20299807446642,0
12.66645094909174,14.8990837351338,1
13.98454962300191,12.95800821585463,0
14.06146043109355,14.54908874282629,0
13.38988671215899,15.56202141787754,0
13.39350474623341,15.62698794188875,0
13.97900926099814,13.28061494266342,0
14.16791258723419,14.46583828507579,0
13.96176145283657,14.75182421254904,0
14.45899735355037,15.07018562997125,0
14.58476371878708,15.82743423785702,0
12.07427073619131,13.06711089796514,0
13.54912940444922,15.53827676982062,0
13.98625041879221,14.78776303583677,0
14.96991942049244,16.51830493015889,0
14.2557659665841,15.29427277420701,0
15.33425000108006,16.12469988952639,0
15.63504869777692,16.49094476663806,0
13.62081291712303,15.45947525058772,0
14.81548484709227,15.33956526603583,0
14.59318972857327,14.61238105671215,0
14.48906754712418,15.64087368177291,0
15.52704801171451,14.63568031226173,0
13.97506707358789,14.76531532927648,0
12.95364954381841,14.82328512087584,0
12.88787444214799,15.07607810133002,0
16.02178960565569,16.25746991816081,0
14.9262927071427,16.29725072434191,0
12.46559400363085,14.18321211753596,0
14.08466278107714,14.44192203204038,0
14.53717522545769,14.24224248113181,0
14.22250851601845,15.42386187610343,0
14.51908495978717,13.99871698993444,0
13.11971433616167,14.66081845898369,0
14.5108889424642,15.30465148682366,0
14.18262426407451,15.3938896849634,0
14.71651844926282,15.73369667477785,0
13.83454699853918,16.17138034441191,0
16.00076179182642,14.69232970320203,0
14.12702715242892,15.91462774747984,0
13.84578546855034,14.34139348861173,0
15.41426110064101,16.24243182463628,1
13.25273726696165,15.00861363933526,0
13.66840226015763,14.35886035673854,0
13.77534773921765,14.73808512203812,0
14.12582342640922,14.92980922624493,0
14.54724604324321,15.6333944514067,0
14.15258077112493,14.53622696521789,0
14.12648161131633,15.34467591276852,0
14.26324658304056,14.98556918087115,0
14.77324331862399,15.25299473774317,0
14.20969933686442,16.14572569071713,0
13.260655152992,15.48016214411599,0
14.25273350867239,15.03134360663839,0
12.92124446791387,13.19321540142361,0
13.852431292546,13.33213110580615,0
13.96856800302965,13.19821236714215,0
13.25206981975186,15.36846390294601,0
13.70449633962696,13.21431301976872,0
14.5087472134072,15.46051652161006,0
15.69042695638351,16.48168851978138,0
12.95598191982515,12.43703005897334,0
13.59312604041728,14.84189902611636,0
15.12874638631439,17.14981222613881,0
14.26705036670259,15.67551973639503,0
15.6614505451442,14.81146451457414,0
14.33962672797097,15.49202297710026,0
14.2761765458781,14.70590693250814,0
14.86049072335336,15.59000779027686,0
14.10414479623351,15.1805045637764,0
15.98828286381979,15.62105187028486,0
13.47473582792461,15.59307141917535,0
13.77637601475249,14.99194426684731,0
12.82770875129005,15.67136906874635,0
13.67165486007913,15.11954159126301,0
15.38704283906103,15.56936935237784,0
15.54320933642332,15.51543150058866,0
13.85306094119846,15.60672436869602,0
13.62525245784644,14.45209462876985,0
15.0157784412311,14.91664093008973,0
13.83645753449745,15.24940725360926,0
14.22694438547307,14.3479843622948,0
13.23742625416296,14.61058751286003,0
13.38482919115422,14.7331933025011,0
13.87130103241151,14.97399468636979,0
12.39445846815594,14.64448216946588,0
14.32186557845068,14.52890629439163,0
15.82965092460402,15.71619455432355,0
15.80177302202355,16.01808914480403,0
14.69751200330076,14.11198748714029,0
14.70598656653535,16.46040295414171,0
13.59156859810395,14.91975097196414,0
12.29984538869378,14.77119467910275,0
13.3990474777037,16.11912910518291,0
15.13112869806696,15.90031130320181,0
15.38581197702793,15.71453967469415,0
15.45487421920634,15.4404224240544,0
13.74951530855867,15.26803135994583,0
15.69914333094722,16.05595814533895,0
14.80580490719942,14.33258926354469,0
15.17222942648117,16.70624397729834,0
11.24915511828765,15.13295896107001,0
13.88773906521638,14.48548132472444,0
15.3258701791002,16.58524064023295,0
12.97517063349011,15.1605677140184,0
14.07427780835002,17.21973519125371,0
14.1820256369139,17.83351945487566,0
12.23970014041095,14.72866833837743,0
14.82555960703615,15.94500684833057,0
13.09763368416417,16.23036500469445,0
13.85758877756093,15.03526838191721,0
15.52502523459987,16.78653607805479,0
15.31499528329094,14.56835427536349,0
14.03034873517879,15.6633618769716,0
14.42312994571211,14.94109334872472,0
13.63615118835241,14.96411634434718,0
14.53477942776931,13.35611764012331,0
14.61566223678644,14.15241034694619,0
13.08085544352481,14.0284594118694,0
14.93928677902786,14.54933745884242,0
16.0271266262212,15.70965830468461,0
14.31925037139242,15.11762658185582,0
14.86153307492049,14.28458412390706,0
14.01432032507764,16.77971266133154,0
13.40765469906171,14.60041190939531,0
13.0795973186072,14.19389917316378,0
12.68820688788819,13.81109597020173,0
14.19232756586644,15.36498178724437,0
14.86589365075524,14.47138789706538,0
13.39350297747264,14.34389892642248,0
13.58659142682796,14.39148496395445,0
13.10219289551651,14.3760326021477,0
14.54176555566262,16.37233995317341,0
14.25602703003231,15.0423494965284,0
16.18754760471493,16.36145253974863,0
13.63292362573135,13.62886893815872,0
14.65349334618363,14.97649220824924,0
12.61911799757794,16.77214314245786,0
13.03427729514449,14.25689090988086,0
10.85940051666349,14.47914434225415,0
12.93486070587027,14.60746677979927,0
13.9922676551586,14.96212808248882,0
12.57248704338531,15.1972734968139,0
15.68266703007037,16.22123922102406,0
13.2125815156299,14.3518273677709,0
13.98975002194823,14.52445650352669,0
13.4662664096024,13.65765529406475,0
13.13166385488746,15.79882584075226,0
14.35439254719252,15.02329268379058,0
13.55329410888779,13.73218768633878,0
12.98628429130503,14.80983707085099,0
14.37264883162727,14.95148191190331,0
13.58869050224715,15.19778174710474,0
12.26002251889708,15.61364103922988,0
13.66602493759934,16.44517365387813,0
14.34554567080519,15.44883765222099,0
14.60667497581217,15.77655361118647,0
14.15369523977195,16.57440586446113,0
14.04899502017924,14.39078838248393,0
14.06857464220482,14.62364257375797,0
15.88890082127304,16.33705609429303,0
13.97601419894874,15.84206442894244,0
10.88221341356124,13.46166188373757,0
13.90920312008345,14.97657577218348,0
12.36776146202978,15.14204982137499,0
15.16765639256333,15.51933856946829,0
15.3376951724287,14.23319145087297,0
13.55057689653119,15.73044061233337,0
13.57918656724497,15.47264441338775,0
14.24479089854792,15.0850911865811,0
15.33086296717245,15.71142599198902,0
15.91714892779239,15.15651432878437,0
13.85421253890297,15.32125758133508,0
14.08736591098981,14.30728373787297,0
12.63610997338858,15.65066101888946,0
14.36282756033598,13.87195409310256,0
14.50066606012271,14.61759024545319,0
13.96984547008964,16.17341605305203,0
15.13133128099397,15.28924849061305,0
15.15300231315136,14.01362830007739,0
13.31011939341444,14.39060274697614,0
14.25712172586539,14.29705004451436,0
13.71613134707139,13.52733470384027,0
15.70094057818437,15.99611428697285,0
13.38943515399727,14.36513422537798,0
14.14088666467278,13.97440554314796,0
14.84487049785213,14.01695105963744,0
12.70489590338878,14.27293037161499,0
14.95353525235777,14.73218902472499,0
14.28114117782965,14.61262377516035,0
13.06799073973982,14.83286345035982,0
13.60279699846308,12.20295198971654,0
12.68816488185228,15.81141680713469,0
13.88291727981215,14.11808370066965,0
14.016482216113,14.33509982485053,0
15.36576550135049,15.82610475260424,0
13.57764756126836,14.88045533202498,0
13.3918924208501,14.34497756139911,0
13.69362090262048,15.92189939882443,0
12.87853442397187,13.20174479842375,0
13.69916365173765,15.41800069841461,0
14.01609081001448,15.82165925226776,0
14.5899650464961,16.38090675134464,0
15.00784342040606,15.50954333819685,0
14.05950746445452,13.75788684204651,0
14.46114683681014,13.34425721343066,0
14.64474777063343,15.03905866347516,0
13.85478898285457,15.86614260965412,0
14.2814175097121,14.02340696081207,0
14.93304554162803,14.32639552072927,0
13.7693080678919,16.51310530416839,0
13.44404345182867,15.07922662749323,0
14.0317928593353,14.40986664465888,0
13.81946840229293,15.58676798397279,0
16.50656640573653,15.22029747467542,0
12.20423230665472,14.32106064914233,0
14.8819298948981,16.36162230554352,0
15.16030999546341,15.14972042192441,0
11.78759609450762,14.55034168613148,0
12.88388298331717,14.57250347912669,0
13.62023705917705,16.42369250161395,0
14.53049363223479,15.44664319460541,0
12.64616608049998,15.10838775257841,0
15.54763373107359,16.43238820991158,0
14.4007699774828,15.21258204276164,0
15.21058389990948,14.93547994178749,0
15.06173440367518,15.11740665636805,0
14.86214589875373,14.70177771082854,0
15.40451989437227,15.34490711864667,0
13.79430574831448,14.68727111247282,0
14.63390271757003,16.30082803685785,0
12.45687580804446,15.54617986485219,0
13.99759772841731,16.73594542008409,0
12.93253733568772,12.62389976814524,0
13.70345190616539,14.71480993356161,0
13.12395594125503,15.44848980937747,0
13.81691009423219,14.09233539217894,0
13.02489337092878,14.25050251544228,0
14.53425534561566,15.76596516545384,0
13.25186260458783,16.3225231885698,0
13.23657554891477,15.33696609589177,0
12.1297131595538,12.66688846478064,0
14.3808873556303,16.03087164666765,0
15.98239721601976,15.52399453253037,0
13.75107909980303,13.64320737566979,0
13.35730012174231,13.42431786138274,0
13.08559089708043,14.86775905977197,0
13.6117330216296,14.86806413838196,0
15.1776173709485,14.15354188009321,0
14.15456588767872,15.28746897631645,0
13.22531906267953,13.9598546965538,0
13.94151500958564,14.76023193066396,0
15.39066478902675,15.71412823472551,0
13.17642606705518,13.67395694240669,0
13.38689005901117,14.66536821990745,0
15.15888821036137,14.78211270885843,0
14.55599224830758,14.04946255637684,0
14.62692885570043,14.29592015439668,0
13.28624407169681,15.6581260669439,0
13.8154823515179,14.1716943145893,0
14.3109896419094,16.25419059506493,0
13.53597112272297,15.77020127180871,0
14.80103055297733,13.81813140471321,0
13.77274485542839,14.64955360893938,0
13.76510156692244,15.02311286948475,0
14.05349835921094,13.93946896423697,0
15.30905390162218,16.04190604522437,0
13.15523771144825,16.9212211680188,0
12.69940390796505,13.99916733869651,0
14.3679922537568,16.75782353966251,0
13.2632541853177,14.09898705600851,0
11.91253508924009,14.61325734486844,0
13.37000592461161,15.18268143261131,0
15.99450697482097,15.4532938283601,0
14.15764860588238,13.77083846575649,0
14.96982662482653,15.59222552688896,0
14.75068711060737,15.46889187883478,0
13.33027919659259,14.34699591207669,0
13.05002153442813,14.68726188711367,0
13.77642646984253,14.23618563920568,0
15.17426585206286,15.5095749119089,0
14.21251759323552,15.08270517066944,0
13.82089482923982,15.61146315929325,0
14.12355955034152,14.95509753853501,0
14.54752171050364,14.85861945287413,0
14.09944359402792,16.03131199865159,0
14.57730180008498,14.25667659137451,0
14.52331832390665,14.2300499886642,0
14.30044704017983,15.26643299159799,0
14.55839285912062,15.48691913661183,0
14.22494186934392,15.86117827216267,0
12.04029344338111,13.34483350304919,0
13.07931049306772,9.347878119065356,1
21.7271340215587,4.126232224310076,1
12.4766288158932,14.4593696654036,1
19.5825727723877,10.4116189967773,1
23.33986752737173,16.29887355272053,1
18.2611884383863,17.9783089957873,1
4.752612823293772,24.35040724802435,1
